row_idx,session_id,user_id,device_id,window_id,window_start,window_end,graph_path,mouse_n_native_embeddings,keyboard_n_native_embeddings,notif_source,switching_graph_id,fallback_mouse,fallback_keyboard,fallback_notif,fallback_switching,fallback_reason_mouse,fallback_reason_keyboard,fallback_reason_notif,fallback_reason_switching
617,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779716871.9682658,1779716991.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_004.json,0,0,onnx,w000003,True,True,False,False,few_events(0),few_keystrokes(0),,
618,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779716991.9682658,1779717111.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_005.json,6,0,onnx,w000004,False,True,False,False,,few_keystrokes(0),,
619,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000005,1779717111.9682658,1779717231.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_006.json,7,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
620,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000006,1779717231.9682658,1779717351.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_007.json,2,0,onnx,w000006,False,True,False,False,,few_keystrokes(0),,
621,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000007,1779717351.9682658,1779717471.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_008.json,0,0,onnx,w000007,True,True,False,False,few_events(0),few_keystrokes(0),,
622,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000008,1779717471.9682658,1779717591.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_009.json,7,0,onnx,w000008,False,True,False,False,,few_keystrokes(0),,
623,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779717591.9682658,1779717711.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_010.json,7,3,onnx,w000009,False,False,False,False,,,,
624,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779717711.9682658,1779717831.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_011.json,10,13,onnx,w000010,False,False,False,False,,,,
625,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779717831.9682658,1779717951.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_012.json,10,5,onnx,w000011,False,False,False,False,,,,
626,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779717951.9682658,1779718071.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_013.json,15,4,onnx,w000012,False,False,False,False,,,,
627,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779718071.9682658,1779718191.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_014.json,12,1,onnx,w000013,False,False,False,False,,,,
628,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779718191.9682658,1779718311.9682658,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_015.json,10,1,onnx,w000014,False,False,False,False,,,,
629,session_20260525_144151_ee5291,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000015,1779718311.9682658,1779718312.3256676,data\session_20260525_144151_ee5291\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
630,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779733692.4297931,1779733812.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_001.json,17,1,onnx,w000000,False,False,False,False,,,,
631,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000001,1779733812.4297931,1779733932.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_002.json,11,3,onnx,w000001,False,False,False,False,,,,
632,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000002,1779733932.4297931,1779734052.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_003.json,2,11,onnx,w000002,False,False,False,False,,,,
633,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779734052.4297931,1779734172.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_004.json,0,0,onnx,w000003,True,True,False,False,few_events(0),few_keystrokes(1),,
634,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779734172.4297931,1779734292.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_005.json,0,0,onnx,w000004,True,True,False,False,few_events(0),few_keystrokes(0),,
635,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000005,1779734292.4297931,1779734412.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_006.json,0,0,onnx,w000005,True,True,False,False,few_events(0),few_keystrokes(0),,
636,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000006,1779734412.4297931,1779734532.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_007.json,0,0,onnx,w000006,True,True,False,False,few_events(0),few_keystrokes(0),,
637,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000007,1779734532.4297931,1779734652.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_008.json,0,0,onnx,w000007,True,True,False,False,few_events(0),few_keystrokes(0),,
638,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000008,1779734652.4297931,1779734772.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_009.json,0,0,onnx,w000008,True,True,False,False,few_events(0),few_keystrokes(0),,
639,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779734772.4297931,1779734892.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_010.json,1,1,onnx,w000009,False,False,False,False,,,,
640,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779734892.4297931,1779735012.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_011.json,18,1,onnx,w000010,False,False,False,False,,,,
641,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779735012.4297931,1779735132.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_012.json,13,23,onnx,w000011,False,False,False,False,,,,
642,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779735132.4297931,1779735252.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_013.json,15,2,onnx,w000012,False,False,False,False,,,,
643,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779735252.4297931,1779735372.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_014.json,20,6,onnx,w000013,False,False,False,False,,,,
644,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779735372.4297931,1779735492.4297931,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_015.json,9,4,onnx,w000014,False,False,False,False,,,,
645,session_20260525_192812_b8cdc6,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000015,1779735492.4297931,1779735492.6649978,data\session_20260525_192812_b8cdc6\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(2),,
646,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779735787.6840775,1779735907.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_001.json,10,8,onnx,w000000,False,False,False,False,,,,
647,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000001,1779735907.6840775,1779736027.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_002.json,13,6,onnx,w000001,False,False,False,False,,,,
648,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000002,1779736027.6840775,1779736147.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_003.json,11,10,onnx,w000002,False,False,False,False,,,,
649,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779736147.6840775,1779736267.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_004.json,1,7,onnx,w000003,False,False,False,False,,,,
650,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779736267.6840775,1779736387.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_005.json,0,0,onnx,w000004,True,True,False,False,few_events(0),few_keystrokes(0),,
651,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000005,1779736387.6840775,1779736507.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_006.json,18,8,onnx,w000005,False,False,False,False,,,,
652,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000006,1779736507.6840775,1779736627.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_007.json,7,3,onnx,w000006,False,False,False,False,,,,
653,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000007,1779736627.6840775,1779736747.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_008.json,12,3,onnx,w000007,False,False,False,False,,,,
654,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000008,1779736747.6840775,1779736867.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_009.json,7,6,onnx,w000008,False,False,False,False,,,,
655,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779736867.6840775,1779736987.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_010.json,7,14,onnx,w000009,False,False,False,False,,,,
656,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779736987.6840775,1779737107.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_011.json,0,1,onnx,w000010,True,False,False,False,few_events(0),,,
657,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779737107.6840775,1779737227.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_012.json,0,0,onnx,w000011,True,True,False,False,few_events(0),few_keystrokes(0),,
658,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779737227.6840775,1779737347.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_013.json,0,0,onnx,w000012,True,True,False,False,few_events(0),few_keystrokes(0),,
659,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779737347.6840775,1779737467.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_014.json,0,0,onnx,w000013,True,True,False,False,few_events(0),few_keystrokes(0),,
660,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779737467.6840775,1779737587.6840775,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_015.json,0,0,onnx,w000014,True,True,False,False,few_events(0),few_keystrokes(0),,
661,session_20260525_200307_b0bbbd,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000015,1779737587.6840775,1779737587.9093888,data\session_20260525_200307_b0bbbd\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
662,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779738224.6544056,1779738344.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_001.json,18,3,onnx,w000000,False,False,False,False,,,,
663,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000001,1779738344.6544056,1779738464.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_002.json,13,2,onnx,w000001,False,False,False,False,,,,
664,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000002,1779738464.6544056,1779738584.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_003.json,14,9,onnx,w000002,False,False,False,False,,,,
665,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779738584.6544056,1779738704.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_004.json,6,0,onnx,w000003,False,True,False,False,,few_keystrokes(0),,
666,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779738704.6544056,1779738824.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_005.json,15,2,onnx,w000004,False,False,False,False,,,,
667,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000005,1779738824.6544056,1779738944.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_006.json,2,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
668,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000006,1779738944.6544056,1779739064.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_007.json,0,0,onnx,w000006,True,True,False,False,few_events(0),few_keystrokes(0),,
669,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000007,1779739064.6544056,1779739184.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_008.json,0,0,onnx,w000007,True,True,False,False,few_events(0),few_keystrokes(0),,
670,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000008,1779739184.6544056,1779739304.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_009.json,0,0,onnx,w000008,True,True,False,False,few_events(0),few_keystrokes(0),,
671,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779739304.6544056,1779739424.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_010.json,0,0,onnx,w000009,True,True,False,False,few_events(0),few_keystrokes(0),,
672,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779739424.6544056,1779739544.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_011.json,0,0,onnx,w000010,True,True,False,False,few_events(0),few_keystrokes(0),,
673,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779739544.6544056,1779739664.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_012.json,6,4,onnx,w000011,False,False,False,False,,,,
674,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779739664.6544056,1779739784.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_013.json,4,6,onnx,w000012,False,False,False,False,,,,
675,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779739784.6544056,1779739904.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_014.json,6,8,onnx,w000013,False,False,False,False,,,,
676,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779739904.6544056,1779740024.6544056,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_015.json,2,9,onnx,w000014,False,False,False,False,,,,
677,session_20260525_204344_7b89ac,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000015,1779740024.6544056,1779740024.8759503,data\session_20260525_204344_7b89ac\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
678,session_20260525_214154_0a4103,Makki,device_be280f64,w000000,1779741714.4227812,1779741834.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_001.json,97,0,onnx,w000000,False,True,False,False,,few_keystrokes(0),,
679,session_20260525_214154_0a4103,Makki,device_be280f64,w000001,1779741834.4227812,1779741954.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_002.json,42,1,onnx,w000001,False,False,False,False,,,,
680,session_20260525_214154_0a4103,Makki,device_be280f64,w000002,1779741954.4227812,1779742074.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_003.json,74,0,onnx,w000002,False,True,False,False,,few_keystrokes(0),,
681,session_20260525_214154_0a4103,Makki,device_be280f64,w000003,1779742074.4227812,1779742194.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_004.json,52,0,onnx,w000003,False,True,False,False,,few_keystrokes(0),,
682,session_20260525_214154_0a4103,Makki,device_be280f64,w000004,1779742194.4227812,1779742314.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_005.json,123,0,onnx,w000004,False,True,False,False,,few_keystrokes(4),,
683,session_20260525_214154_0a4103,Makki,device_be280f64,w000005,1779742314.4227812,1779742434.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_006.json,69,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
684,session_20260525_214154_0a4103,Makki,device_be280f64,w000006,1779742434.4227812,1779742554.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_007.json,21,0,onnx,w000006,False,True,False,False,,few_keystrokes(0),,
685,session_20260525_214154_0a4103,Makki,device_be280f64,w000007,1779742554.4227812,1779742674.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_008.json,33,0,onnx,w000007,False,True,False,False,,few_keystrokes(0),,
686,session_20260525_214154_0a4103,Makki,device_be280f64,w000008,1779742674.4227812,1779742794.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_009.json,103,12,onnx,w000008,False,False,False,False,,,,
687,session_20260525_214154_0a4103,Makki,device_be280f64,w000009,1779742794.4227812,1779742914.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_010.json,35,11,onnx,w000009,False,False,False,False,,,,
688,session_20260525_214154_0a4103,Makki,device_be280f64,w000010,1779742914.4227812,1779743034.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_011.json,79,0,onnx,w000010,False,True,False,False,,few_keystrokes(0),,
689,session_20260525_214154_0a4103,Makki,device_be280f64,w000011,1779743034.4227812,1779743154.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_012.json,80,1,onnx,w000011,False,False,False,False,,,,
690,session_20260525_214154_0a4103,Makki,device_be280f64,w000012,1779743154.4227812,1779743274.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_013.json,60,1,onnx,w000012,False,False,False,False,,,,
691,session_20260525_214154_0a4103,Makki,device_be280f64,w000013,1779743274.4227812,1779743394.4227812,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_014.json,69,7,onnx,w000013,False,False,False,False,,,,
692,session_20260525_214154_0a4103,Makki,device_be280f64,w000014,1779743394.4227812,1779743514.327893,data\session_20260525_214154_0a4103\data_graph\data_graph_120s\graph_015.json,65,10,onnx,w000014,False,False,False,False,,,,
693,session_20260525_223533_1be900,layss,device_f8d89130,w000000,1779744933.384817,1779745053.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_001.json,3,0,onnx,w000000,False,True,False,False,,few_keystrokes(0),,
694,session_20260525_223533_1be900,layss,device_f8d89130,w000001,1779745053.384817,1779745173.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_002.json,2,0,onnx,w000001,False,True,False,False,,few_keystrokes(0),,
695,session_20260525_223533_1be900,layss,device_f8d89130,w000002,1779745173.384817,1779745293.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_003.json,0,0,onnx,w000002,True,True,False,False,few_events(0),few_keystrokes(0),,
696,session_20260525_223533_1be900,layss,device_f8d89130,w000003,1779745293.384817,1779745413.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_004.json,3,0,onnx,w000003,False,True,False,False,,few_keystrokes(0),,
697,session_20260525_223533_1be900,layss,device_f8d89130,w000004,1779745413.384817,1779745533.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_005.json,1,0,onnx,w000004,False,True,False,False,,few_keystrokes(0),,
698,session_20260525_223533_1be900,layss,device_f8d89130,w000005,1779745533.384817,1779745653.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_006.json,5,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
699,session_20260525_223533_1be900,layss,device_f8d89130,w000006,1779745653.384817,1779745773.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_007.json,3,0,onnx,w000006,False,True,False,False,,few_keystrokes(0),,
700,session_20260525_223533_1be900,layss,device_f8d89130,w000007,1779745773.384817,1779745893.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_008.json,4,10,onnx,w000007,False,False,False,False,,,,
701,session_20260525_223533_1be900,layss,device_f8d89130,w000008,1779745893.384817,1779746013.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_009.json,5,0,onnx,w000008,False,True,False,False,,few_keystrokes(0),,
702,session_20260525_223533_1be900,layss,device_f8d89130,w000009,1779746013.384817,1779746133.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_010.json,2,0,onnx,w000009,False,True,False,False,,few_keystrokes(0),,
703,session_20260525_223533_1be900,layss,device_f8d89130,w000010,1779746133.384817,1779746253.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_011.json,3,0,onnx,w000010,False,True,False,False,,few_keystrokes(0),,
704,session_20260525_223533_1be900,layss,device_f8d89130,w000011,1779746253.384817,1779746373.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_012.json,4,0,onnx,w000011,False,True,False,False,,few_keystrokes(0),,
705,session_20260525_223533_1be900,layss,device_f8d89130,w000012,1779746373.384817,1779746493.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_013.json,2,7,onnx,w000012,False,False,False,False,,,,
706,session_20260525_223533_1be900,layss,device_f8d89130,w000013,1779746493.384817,1779746613.384817,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_014.json,1,2,onnx,w000013,False,False,False,False,,,,
707,session_20260525_223533_1be900,layss,device_f8d89130,w000014,1779746613.384817,1779746733.3449056,data\session_20260525_223533_1be900\data_graph\data_graph_120s\graph_015.json,2,1,onnx,w000014,False,False,False,False,,,,
708,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779747672.448521,1779747792.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_001.json,11,19,onnx,w000000,False,False,False,False,,,,
709,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000001,1779747792.448521,1779747912.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_002.json,5,32,onnx,w000001,False,False,False,False,,,,
710,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000002,1779747912.448521,1779748032.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_003.json,8,9,onnx,w000002,False,False,False,False,,,,
711,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779748032.448521,1779748152.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_004.json,4,20,onnx,w000003,False,False,False,False,,,,
712,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779748152.448521,1779748272.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_005.json,3,18,onnx,w000004,False,False,False,False,,,,
713,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000005,1779748272.448521,1779748392.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_006.json,12,9,onnx,w000005,False,False,False,False,,,,
714,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000006,1779748392.448521,1779748512.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_007.json,11,10,onnx,w000006,False,False,False,False,,,,
715,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000007,1779748512.448521,1779748632.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_008.json,20,1,onnx,w000007,False,False,False,False,,,,
716,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000008,1779748632.448521,1779748752.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_009.json,10,1,onnx,w000008,False,False,False,False,,,,
717,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779748752.448521,1779748872.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_010.json,10,11,onnx,w000009,False,False,False,False,,,,
718,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779748872.448521,1779748992.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_011.json,7,20,onnx,w000010,False,False,False,False,,,,
719,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779748992.448521,1779749112.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_012.json,0,0,onnx,w000011,True,True,False,False,few_events(0),few_keystrokes(1),,
720,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779749112.448521,1779749232.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_013.json,0,0,onnx,w000012,True,True,False,False,few_events(0),few_keystrokes(0),,
721,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779749232.448521,1779749352.448521,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_014.json,0,0,onnx,w000013,True,True,False,False,few_events(0),few_keystrokes(0),,
722,session_20260525_232112_57c6bb,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779749352.448521,1779749472.4137492,data\session_20260525_232112_57c6bb\data_graph\data_graph_120s\graph_015.json,3,0,onnx,w000014,False,True,False,False,,few_keystrokes(0),,
723,session_20260526_102009_2fed19,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779787209.5562072,1779787329.5562072,data\session_20260526_102009_2fed19\data_graph\data_graph_120s\graph_001.json,13,3,onnx,w000000,False,False,False,False,,,,
